,company,task,info
370,(주)패스트레인,iOS 개발자,"[받아본 사람들의 피부시술 정보앱, 여신티켓!]

시술정보를 쉽고 빠르게 알 수 있는 방법은 없을까?

우리는 메디컬 뷰티시장을 선도하는
피부시술 정보 플랫폼 여신티켓을 서비스합니다.

메디컬 뷰티시장(비급여 피부시술)은 소비자와 병의원 간 정보 비대칭이 매우 큰 시장입니다. 거대하고 성장가능성이 무궁무진한 시장이지만 대부분 오프라인을 통해 발품을 팔아 정보를 얻을 수밖에 없지요.

우리는 누구나 아름다워질 수 있는 기회를 제공한다!는 미션 아래 오프라인 중심의 시장을 온라인으로 옮겨와 정보 비대칭을 해결할 뿐 아니라 좀더 편리하고 대중적인 서비스를 만들고 있습니다.
우수한 원스톱 플랫폼 서비스를 통해 믿을 수 있는 뷰티 시술 정보와 가격을 제공하고, 국내 최초 피부보험(안심케어)과 예약 서비스 등을 런칭하며 시장의 혁신을 주도 하고 있습니다.

서비스 런칭 후 매년 20% 이상 거래액이 증가하며 지난날 이룬 성과와 성장 가능성을 인정받아 다수의 투자사로부터 투자 유치를 하였습니다. 우리는 우수한 동료들과 함께 목표를 향해 도전하고, 실패를 통해 바른 길로 빠르게 나아가고 있습니다. 메디컬 뷰티IT 시장을 개척해 나가고 있는 패스트레인 팀의 여정에 동참하실 멋진 동료를 기다립니다.

 여신티켓 서비스의 아이폰 클라이언트 개발
 백엔드팀과 협업 및 커뮤니케이션 필요
 운영중인 웹앱방식 소스를 단계적으로 Native화 하고자 함

 3년 이상의 IT 경력 또는 그에 준하는 분
 아이폰 어플 출시 경험
 Swift 를 기반으로 UIKit, Foundation 등을 사용하는 iOS 플랫폼 개발 경험
 컴퓨터 공학 지식들(알고리즘, 자료구조, 메모리 모델, 운영체제 등)에 대한 이해
 API Spec 문서, 타사 레퍼런스 아티글등을 어려움 없이 읽을 수 있으신 분
 비동기 코드 작성시의 작업 관리 및 메모리 관리에 대한 이해가 있으신 분
 Cocoapods, Carthage 등의 패키지 매니저의 사용은 물론, 그 안에서 어떤 일들이 일어나는지에 익숙하신 분
 RxSwift의 기본적인 사용에 이해가 있으신 분

 ReactorKit 등 Reactive 패턴에 익숙하신분
 Swift 기반 프로그램에 ObjectiveC/C++ 등 다른 언어로 만들어진 라이브러리를 연결하여 사용하고 디버깅한 경험이 있으신 분
 배운 것, 아는 것을 정리하고 공유하는 습관을 가지신 분
 커뮤니케이션 (Notion, Slack, Github, Jira) 능숙자

[팀 복지]
 500 만원 까지의 장비 구입비 지원. (택1)
 2.3GHz 8코어 32기가 맥북프로와 Dell 4k 모니터
 3.7GHz 6코어 40기가 아이맥, Dell 4k 모니터
 온라인 교육 무제한 (Udemy, 인프런, 패캠 등)
 세미나 적극 참여 유도
 기술 스택 자유로움 (AWS 유료 테스트 계정, 유료라이센스 개발툴 지원)

[혜택 및 복지]
 활기차게
 주 37.5시간 근무제 운영합니다.(일 7.5시간)
 매년 연차는 15개+1개 더! 눈치보지말고 쉬세요.
 연 최대 60만 여신포인트 제공. 맘껏 예뻐지세요.
 연 최대 20만 복지포인트 제공. 사고싶은거 자유롭게 사세요.
 주1회 이심점심(랜덤식사)과 도전을 축하하기 위한 주 1회 리뷰파티(맥주, 치킨, 피자 등등)

 스마트하게
 온/오프라인 교육, 세미나, 스터디 참석을 권장하고 비용 지원해드립니다.
 최고 사양의 개발 장비와 다양한 툴 등 지원하고 있어요.
 버그왕 콘테스트, 아이디어 연구소 등 패스트레인 만의 개발문화.
 토론하고 가설을 세워 시도하고 검증하며 목표에 도전하는 방식의 업무문화

 든든하게
 점심은 법인카드로! 야근하게 될 경우에도 식사 지원해드리고 있어요.
 여신매점에는 라면조리기와 간식, 음료수, 컵라면, 도시락 등등 가득해요.
 러너들의 건강을 위해 매년 1회 건강검진을 지원해드립니다.
 3년 이상 장기 근속한 러너들에게 포상금과 근속휴가를 드립니다.
 내일채움공제 가입. 러너들의 목돈 모으기에 회사가 돕습니다."
371,디지털데일리(주),경력 및 수습기자,"

 기자

 4년제 대졸자 및 졸업예정자

 관련학과 졸업자 우대
 병역필 또는 면제자
 온라인 뉴스 특성에 이해가 많은 자
 해외여행에 결격사유가 없는 자

 4대보험(국민연금, 건강보험, 고용보험, 산재보험) 가입
 중식비 제공
 국가 지정 휴일, 회사 지정 휴일, 하계휴가등
 장기근속자 포상, 우수사원포상, 명절 상여금 등"
372,(주)코드스테이츠,ISA 교육 플랫폼 Product Manager,"

 ISA (소득공유모델, Income Share Agreement) 교육 플랫폼은 수강료 부담없이 강좌를 수강하고 취업 등 원하는 목표 달성 시 비용을 지불하는 후불제 교육 플랫폼입니다. 경제, 사회적 배경에 상관없이 '더 많은 사람들' 이 '더 신뢰 있는 교육' 의 기회를 누릴 수 있도록 교육 생태계를 혁신합니다.

 코드스테이츠는 자체 교육을 통해 ISA 교육의 시장성을 입증했습니다. 2020년 상반기 신규 수강생 수가 전년 동기 무려 7.5배가 증가했으며, 그중 ISA 수강생이 약 80%에 달합니다. 이제는 코드스테이츠의 역량을 교육 플랫폼에 담아 다양한 교육 기관, 강사들이 ISA 를 도입하도록 돕고, 교육 분야에 빅 임팩트를 창출하는 게임체인저가 되려고 합니다.

 코드스테이츠와 교육의 미래를 설계할 ISA 교육플랫폼 Product Manager를 기다립니다.
 소개 기사 ""교육비는 취업후 내세요""  소득공유 취업교육이 뜬다 (머니투데이 기사)
 ISA 교육 플랫폼의 성공적인 런칭을 목표로 제품 전략 수립 및 기획, 개발 총괄
 정성적/정량적 데이터를 기반으로 시장, 고객의 니즈에 맞게 제품 개선
 개발자, 디자이너, 마케터 등 다양한 이해관계자들의 이슈를 조정하고 협업 진행

 PM/PO 경력 2년 이상 혹은 그에 준하는 경력
 사용자 경험을 혁신하는 제품 발굴 역량
 복잡한 문제를 정성적/정량적 데이터를 기반으로 해결하는 역량
 IT 제품에 대한 기술적 이해를 바탕으로 아이디어를 시각화, 문서화하는 능력
 개발자, 디자이너 등 다양한 이해관계자들과 업무가 진행되도록 커뮤니케이션하는 능력

 신규 제품 런칭 및 운영, 개선까지 Product Life Cycle 전체 단계 경험
 교육, 금융 등 유사 도메인 경험
 하나라도 구체적인 Agile 방법론을 적용하고 실제 성과를 도출한 경험
 프로그래밍에 대한 관심 (코드스테이츠 프로그램 학습을 적극 지원합니다.)

 도서 지원
 우리는 글을 읽고, 쓰는 사람들을 좋아합니다. 업무와 연관된 책 구매를 지원합니다. 단, 한 책을 읽고 배우거나 느낀 점을 팀과 간단하게라도 공유한 이후에, 다음 책을 구매할 수 있습니다.

 교육비 지원
 업무와 연관된 온라인 강의 신청 시 지원합니다. 도서와 마찬가지로 강의 수강 후에 최소한의 후기를 공유해야 합니다.

 워크샵, 세미나, 컨퍼런스 지원
 우리는 개인의 성장이 곧 팀의 성장이라고 믿습니다. 따라서 팀원 개인이 성장할 수 있도록 업무와 관련된 워크샵, 세미나, 컨퍼런스 등을 적극적으로 지원하고 있습니다. 다녀온 뒤에는 후기를 함께 공유하여 모든 팀원에게 도움이 될 수 있도록 합니다.

 장비 지원
 업무에 필요한 기본 장비(맥북, 모니터 등)는 입사시 제공합니다. 아이패드 등 기타 추가로 필요한 장비도 업무에 필요하다면 언제든 요청할 수 있습니다.

 코드스테이츠 프로그램 무료 참여
 코드스테이츠의 교육 프로그램에 모두 무료로 참여 가능합니다. 현재 오픈되어 있는 Software Engineering, Growth, Product Management, Data 과정도 모두 무료로 수강할 수 있습니다.

 쾌적한 사무실
 하루의 대부분을 보내는 사무실 공간은 매우 중요한 부분이라고 생각합니다. 코드스테이츠는 공유오피스에 입주해 있습니다. 프라이빗 오피스 뿐만 아니라 라운지 등을 활용해서 쾌적하고 청결한 공간에서 일할 수 있습니다. 이 모든 공간은 공유오피스 직원분들이 매일 청소해 주십니다. 또한 공유 오피스에서 우유, 커피, 차도 기본적으로 제공합니다.

 점심식사 제공
 사무실 출근 시 점심은 주변 식당이나 샐러드를 주문해서 함께 먹습니다. 1만원 이내에서 자유롭게 메뉴를 선택합니다. 야근을 지향하는 문화는 아니지만, 필요한 경우 야근을 할 때가 있습니다. 그런 때에도 물론 저녁식사가 제공됩니다.

 크루간 1 on 1 랜덤 커피타임
 코드스테이츠 모든 크루를 랜덤으로 선정하여 업무시간 중 월별 랜덤으로 선정된 크루끼리 커피타임을 통해 서로 소통하고 스몰톡을 나누며 자유롭게 서로를 이해합니다.

 타운홀 미팅
 회사 전반 소식을 타운홀미팅을 통해 보다 투명하게 공개하고 코드스테이츠 운영 전반을 모든 크루들이 함께 소통하고 토론을 통해 참여합니다.

 오전 8시 ~ 11시 자율 출근
 사람마다 가장 효율적으로 일할 수 있는 시간대가 다르다고 생각합니다. 따라서 오전 8시 ~ 11시 사이에 본인이 원하는 시간대를 스스로 선택해서 출근할 수 있습니다.

 유연한 원격근무
 주 1회 리모트 근무를 통해 원하는 곳 어디서나 일할 수 있습니다.

 성과에 따른 합당한 보상 제공
 단순 급여 뿐만 아니라 스톡옵션 패키지 제안을 통해 회사의 성장과 함께 크루들이 더 큰 보상을 가져갈 수 있도록 합니다. 탁월한 성과를 내는 분에게는 연간 단위의 보상 논의보다 빠르게 보상을 제안합니다.

 성장하는 회사에서 함께하는 뛰어난 크루들과의 협업 기회
 3년 안에 62%의 스타트업이 문을 닫는다고 합니다. 하지만 코드스테이츠는 2016년 이후 매년 성장을 거듭하고 있습니다. 현재까지 투자를 유치하고, 빠르게 회사가 성장하고 있습니다. 또한 한국, 미국, 유럽 등에서 경험을 쌓은, 다양한 배경을 가진 뛰어난 크루들이 실제 성과를 만들고 있습니다. 현재는 대부분 한국에 파트너 회사가 있지만 앞으로는 싱가폴, 일본, 동남아, 유럽, 미국 등 다양한 지역에 엔지니어를 필요로 하는 파트너 회사들을 발굴할것입니다. 이에 따라 글로벌한 회사들과 협력하는 일들이 늘어날 예정입니다."
373,니트로시스템(주),영업직,"

 영업

 전공불문, 시스템영업 2년 이상 경력자
 남자는 병역을 면제 또는 필한 자
 해외여행의 결격 사유가 없는 자
 3개월 근무 후 일정 평가에 따라 정규직 사원으로 전환

 국가보훈대상자는 관련법규에 의거 우대함

"
374,(주)그린카,인프라보안,"(주)그린카는 언제 어디서나 최소 30분부터 10분 단위로 차량을 이용할 수 있는 카셰어링 브랜드입니다.
2015년 6월 롯데그룹의 손자회사로 편입되어 사업 확장 기반을 다졌습니다.

(주)그린카는 국내 최초로 카셰어링 서비스를 개발  시스템 특허를 출원하였으며
2011년 10월 자동차 공유(카셰어링) 서비스 브랜드 '그린카'를 론칭하였습니다.
2020년 2월 기준 전국 88개 도시 3,200여개 거점에서 약 9,000여대의 차량으로 카셰어링 서비스를
제공하고 있습니다.

소형  승합  SUV에 이르기까지 업계 최다 60종의 차종을 보유하고 있으며,
업계 유일 친환경차 풀 라인업(전기차, 하이브리드, 플러그인 하이브리드)을 구축하여
총 1,208대의 친환경 차량을 운영하고 있습니다.

특히 2018년 9월에는 대기환경 개선과 친환경 소비 산업 육성에 기여한 내용을 인정받아
업계 최초로 국무총리 표창을 수상하였습니다.

 정보자산 관리 및 위험평가 수행
 보안취약점 및 소스코드 취약점 진단/개선/관리
 정보보호 시스템 정책 수립 및 관리 그리고 운영
 사내 인프라 보안 관리 및 운영
 침해사고 대응 및 재해복구 훈련 계획 수립 그리고 이행
 (개인)정보보호 교육 및 인식 제고
 서비스 보안성 검토 및 관리적/기술적/물리적 보호 조치 이행
 정보보호 및 개인정보보호 관리체계 인증(ISMSP) 운영/관리
 클라우드(AWS) 보안 운영/관리

 정보보호 전공자(우대)
 정보보호 관련 자격증(ISMSP인증심사원, 정보보안기사, CISA, CISSP 등) 보유자(우대)
 IT인프라 및 정보보호시스템 관련 기술적 지식 및 운영 경력(우대)
 정보보호 시스템 및 클라우드(AWS) 보안 운영 경력(우대)
 침해사고 및 대외기관 점검 대응 경험자(우대)
 정보보호 및 개인정보보호 관리체계 인증(ISMSP)운영/관리 경험자(우대)



 명절 및 창립기념일, 근로자의 날 등 현금성 물품 지급 (연 50만원 이상+ @)

 연 1회 정기 건강검진 비용 제공 (25만원 상당)

 통신비 지원 (연 36만원)

 카셰어링 무료 이용권 지급 (월 30만원 상당)

 결혼 100만원, 자녀출신 50만원, 부모님 회갑 50만원, 장례물품지급 등 경조사 지원

 롯데그룹 임직원카드 발급 등"
375,(주)데브툴즈,서비스 기획자 모집,"당사는 2019년 2월에 설립된 스타트업 기업이며, 블록체인을 이용한 금융관련 솔루션 개발을 목표로 설립되었습니다. 안정적인 자본력을 바탕으로 직원과 함께 성장하는 기업으로 회사의 목표를 공유 할 수 있는 인재를 모집하고 있습니다.
평균연령이 30대인 젊은 기업이며 불필요한 회식, 불필요한 야근, 불필요한 미팅 강요하지 않으며, 일을 즐기면서 할 수 있도록 직원의 근무 환경을 위한 편의 제공과 복리에 꾸준한 노력을 하고 있습니다.
이에 발맞추어 함께 나아갈 도전적인 인재들을 발굴 채용하고 있습니다.
함께 꿈을 펼쳐가실 개발자님을 모시오니 많은 지원 부탁드립니다.

서비스 기획의 전반적인 업무

IT 서비스 기획 및 제작을 해보신 분
UI/UX에 대한 감각과 이해도가 있으시분
웹, 모바일 컨텐츠에 대한 이해도가 높으신분
복잡한 내용을 간결하게 정리 할 수 있는 사람
스토리보드/기획문서/제안서/PPT 작성이 가능분
컨텐츠와 정보를 구조화 하여 도식화 가능하신 분



연차(선지급), 식사제공, 간식음료제공, 퇴직금 별도, 자율복장, 4대보험, 성과급 별도"
376,노마드스타(주),Product UX/UI Designer,"

 쓰담 서비스 UX 기획 및 Prototyping
 서비스의 문제 도출 및 해결할 수 있는 UI 기획 및 GUI 디자인
 구조화된 서비스의 디자인 방향성 제안 및 구축

 IT 혹은 모바일 UX/UI 기획 경험 2년 이상이 있으신 분
 Android, iOS 개발에 대한 이해도가 있으신 분
 Sketch, Zeplin, Photoshop 등 툴을 통한 App/Web UI 디자인 경험이 있으신 분
 정량/정성적 데이터를 기반으로 문제를 구체적으로 파악하는 능력
 상황에 맞는 Prototyping을 통해 빠른 아이디어 구체화와 커뮤니케이션 할 수 있는 능력이 있으신 분
 팀워크를 중요시하고 서비스에 대한 애착과 책임감이 있으신 분

 구조화된 UI를 구현하여 팀의 효율을 높이는 능력
 Web UI에 대한 이해도
 데이터 수집/분석 툴이나 A/B 테스팅 툴을 통해 디자인을 평가하고 제품을 개선한 경험
 Lofi / Hifi Prototyping 툴 사용에 능숙 (Flinto, Framer 등)
 반려동물과 함께 하시는 분

"
377,요술지팡이(주),웹프로그래머 및 기술지원,"

 솔루션 개발, 커스터마이징 , 기술지원

 웹프로그램 개발경험 또는 IT교육 이수자
 나이 : 25~33세



"
378,골든시스(주),엔지니어,"

 엔지니어

 전공 무관
 IT 근무경력 1년 이상
 해외여행 결격 사유가 없는자

 IT 자격증 소지자 우대

"
379,파이널데이터(주),Quality Assurance,"

 Quality Assurance

 공통사항
 남자는 병역필 또는 면제자
 해외출장에 결격 사유가 없는 자
 제출된 서류는 반환하지 않으며,
 채용 필요 시 우선적으로 검토됨.

 Quality Assurance 관련 경력자
 컴퓨터 관련 전공자
 Technical & IT Background
 Detail oriented personality

 외국어 능통자 우대

"
380,(주)뷰노,서비스개발 담당자,"

 AI 제품군 설치 및 유지보수
 유지보수 제품 수정 및 추가 개발
 웹 어플리케이션 개발 및 웹 서비스 구축
 해외 Partner Skill Training

 공통자격
 해외여행에 결격사항이 없는 분
 남성은 병역필 또는 면제자
 연구/개발 직무의 경우, 병역특례 지원이 가능합니다.
 취업보호대상자는 관련 법규에 의거하여 우대합니다.

 학력, 전공 무관
 아래 자격 중 하나라도 충족할 경우 지원 가능
 기술지원/개발 커리어를 함께 쌓고 싶은 분
 주도적으로 일하며 변화에 도전적인 분
 Docker, Python 사용 가능
 RDBMS/SQL 사용 경험 혹은 지식 보유
 의료 IT 경험

 (우대) 비즈니스 영어 회화 가능
 (우대) 의료장비업체 경력
 (우대) Linux 설치, 유지보수, system admin 관련 경험
 (우대) Network 관련 지식 또는 자격증
 (우대) Azure/AWS 사용 지식

"
